English_Word,Node_Collections,,
unls,Focus -> General/Universal  ||  Focus  ->  Objective  ->  Material Object  ->  Immaterial  ->  Factual  ->  Opinion/Perspective  ||  Subjective,Focus  ->  Abstract  ->  Creative  ||  Spatial  ->  Time  ->  Past  ->  Near  ->  Distant  ->  Present  ->  Future  ->  Near  ->  Distant  ->  Space  ->  Near/Close  ->  Far/Distant  ->  Location  ||  Action  ->  Past Tense/Occurred  ->  Current/Occuring  ->  Future/Forward  ->  Resting/Stopped  ||,Identity  ->  Species  ->  Self  ->  Close Related External  ->  Distant Related External  ->  Gender  ->  Unidentified  ->  Binary  ->  Trans  ->  Female  ->  Male  ||  Quantitative  ->  Singular  ->  Positive  ->  Negative  ->  Multiple  ->  Positive  ->  Negative
,,,
AM,Spatial  ->  Time,,
PM,Spatial  ->  Time,,
helpless,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
hidden,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
hideous,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
high,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
hilarious,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
hoarse,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
hollow,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
homely,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
honest,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
honorable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
honored,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
hopeful,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
horrible,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
hospitable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
hot,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
huge,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
humble,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
humiliating,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
humming,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
humongous,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
hungry,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
hurtful,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
husky,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
icky,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
icy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
ideal,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
idealistic,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
identical,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
idiotic,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
idle,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
idolized,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
ignorant,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
ill,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
illegal,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
illiterate,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
illustrious,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
imaginary,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
imaginative,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
immaculate,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
immaterial,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
immediate,Spatial	 -> 	Near/Close																														,,
immense,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
impartial,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
impassioned,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
impeccable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
imperfect,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
imperturbable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
impish,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
impolite,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
important,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
impossible,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
impractical,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
impressionable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
impressive,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
improbable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
impure,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
inborn,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
incomparable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
incompatible,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
incomplete,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
inconsequential,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
incredible,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
indelible,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
indolent,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
inexperienced,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
infamous,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
infantile,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
infatuated,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
inferior,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
infinite,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
informal,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
innocent,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
insecure,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
insidious,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
insignificant,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
insistent,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative || Action																										,,
instructive,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
insubstantial,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
intelligent,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
intent,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
intentional,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
interesting,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
internal,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
international,Spatial	 -> 	Space	 -> 	Location																												,,
intrepid,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
ironclad,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
irresponsible,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
irritating,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
itchy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
jaded,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
jagged,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
jaunty,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
jealous,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
jittery,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
joint,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
jolly,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
jovial,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
joyful,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
joyous,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
jubilant,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
judicious,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
juicy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
jumbo,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
jumpy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
junior,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
juvenile,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
kaleidoscopic,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
keen,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
key,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
kind,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
kindhearted,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
kindly,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
klutzy,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
knobby,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
knotty,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
knowing,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
knowledgeable,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
known,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
kooky,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
kosher,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
lame,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
lanky,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
large,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
last,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
lasting,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
late,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
lavish,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
lawful,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
lazy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
leading,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
leafy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
lean,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
left,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
legal,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
legitimate,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
light,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
lighthearted,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
likable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
likely,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
limited,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
limp,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
limping,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
linear,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
lined,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
liquid,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
little,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
live,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
lively,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
livid,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
loathsome,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
lone,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																									,,
lonely,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
long,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
loose,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
lopsided,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
lost,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
loud,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
lovable,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
lovely,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
loving,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
low,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
loyal,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
lucky,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
lumbering,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
luminous,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
lumpy,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
lustrous,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
luxurious,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
mad,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Negative																,,
magnificent,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Opinion	Perspective																									,,
majestic,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
major,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
male,Identity	 -> 	Species	 -> 	Male																												,,
mammoth,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
married,Focus	 -> 	Objective	 -> 	Immaterial	 -> 	Factual	 || 	Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Creative																	,,
marvelous,Focus	 -> 	Subjective	 -> 	Abstract	 -> 	Positive																									,,
